,標題,分類,內文
48,[問卦] 為什麼頑童最近跨年都在台東,Gossiping,"我記得幾年前台北台中高雄都能看到頑童
但最近一兩年好像只在台東了
以前台東卡司沒什麼亮點
最近幾年感覺卡司比北中南大咖
熱狗、頑童、張震嶽都在台東

有沒有跨年只服台東的八卦

"
49,Re: [問卦] 電視台只剩一種聲音 是誰的錯?,Gossiping,"這題 我只能說

館長跟黃國昌活該了

當初民進黨不敢做的

就順著館昌這波 把中天直接收了

現在電視媒體只有一種聲音

大概也預料得到

不知道在白痴什麼 協助執政黨 打掉在野黨

館長那時候一直被村長

跟國民黨一些側翼議員在那邊鬧

中天也一直在寫館長

就因為你個人因素

然後去搞掉一個在野的監督媒體

柯那時候早就說不支持了

結果短短幾年 整片媒體一言堂

你館昌不用負責嗎？

只能說當初都不會想一下

唉

※ 引述《StarTouching》之銘言
: 最近看到電視都只剩下一種聲音
: 沒人批評戒嚴
: 沒人說明這次財劃法優點
: 愈來愈像台版央視!!
: 持續洗腦 獨裁也真的不遠了。
: 是不是當年反中天時
: 大家沒有誓死捍衛別人說話的權利的錯?
: 現在台灣電視台只剩一種聲音
: 到底是誰的錯?
: A. PTT鄉民
: B. 文組
: C. 林益全

"
50,[問卦] 蹦闆是阿航的貴人吧？,Gossiping,"
統神因為煉銅事件 YT收了 代言沒了

結果這次的拳上 拳酬賺翻

直接受30公斤贏的健康

風評又逆轉 真的是電競不死鳥

以後可能還能代言保健或是減肥食品

蹦闆是阿航的貴人吧

就跟羅傑是蟹老闆的貴人一樣

最後我要說一句 羅傑 K吼告幹

"
51,[問卦] 如果都要算分數那用貓貓拳摸頭就好了吧,Gossiping,"安

肥宅

昨天有人被打到流鼻血

結果還贏了

反觀對面扛著拳頭硬是沒倒 輸了

既然分數的規則是看攻擊部位

那極端一點用貓貓拳那樣啪啪啪一直拍

分數不僅就一直加

尤其統神還可以扛對面拳頭

扛一拳換三拳 很賺吧

所以這個分數計算是不是有點悖離實際狀況

（ps:我拳擊盲)


卦？

"
52,Re: [新聞] 抵制傅崐萁！苦苓：只要他還活著絕不踏進,Gossiping,"這樣會煽動青鳥刺殺富坤齊的

因為為了讓苦大師踏上花蓮

詛咒別人死

真的是跟89無差別

苦大師 放下屠刀吧

"
53,Re: [問卦] 南北韓有可能勾結影響大選ㄇ,Gossiping,"※ 引述《s5869157 (肥皂泡的世界)》之銘言：
: 南韓總統用選的
: 但北邊有個境外暗黑敵對勢力
: 那南北韓有可能互相勾結
: 然後影響南韓的總統大選ㄇ

得先看在北韓方面，是否能達到類似中共網軍對應台灣的影響力

而就目前的處境來看，要說「天方夜譚」似乎還差不多、足以反映實情（除非他們的實力
有被低估）



但按照實際情況來講

南韓要影響北韓的話，是不太可能發生的

畢竟北韓奉行的制度與中共有點相似（沒有「民主選舉」、必須遵命於最高領導等），且
就其現有體系而言，早已拒絕一切「朝鮮半島『統一』」的可能性了。

但北韓要影響南韓時，未免會受到韓流的影響

而根據某些脫北者的說法，對這些「喜愛」南韓文化的實施勞改，並非一件不會發生的事
，同時還明確地在發生中

因此要在不迷上的前提下，影響南韓的局勢，恐怕會有難度，因此北韓縱使有網軍，也不
太敢作滲透。



進而，這些暗中的交流，不是一件易事，切莫有過度幻想。

"
54,Re: [問卦] 為什麼護理師薪水比小吃店員低（圖,Gossiping,"※ 引述《notimenofree (只有發廢文才有空)》之銘言：
: https://i.imgur.com/3vOLdiy.jpeg
: 如圖我肥城武
: 最近朋友們幫我找工作
: 看到一間小吃店月薪56000起
: 我靠那不是比大部分護理師薪水還高嗎
: WHY


護理師
餐飲業店員
生產線作業員


這三個職業的本質都是一樣的，按照SOP來做事，用高工時來加速財富累積

這三個職業的取代性都很高，你不做一堆人排隊要來做

早告訴你們了  多讀點書吧   ㄏㄏ

"
55,Re: [新聞] 南投3歲1歲小兄弟無人顧「爸去玩」　社工,Gossiping,"這個政府真的要介入長期照顧，不然1年內大概會出事。

1歲根本聽不懂人話，只會哭，晚上哭到都不用睡。

3歲剛好會一點點表達自己的想法，但亂起來很可怕。

這根本不是爸爸一個人可以顧的。再有父愛都撐不住。他不用工作 ? 晚上沒睡早上怎麼
工作。

然後丟給政府委託保姆，也要社工定期關心，不然遇到保姆，會比生父還可憐。

之前不是有一個，被玩死。脫光衣服，拔指甲。哀，99這兩個小兄弟吧

"
56,Re: [問卦] 護理師朋友離職了！ 後面還一堆等著,Gossiping,"※ 引述《KZS》之銘言
: 如題
: 昨天跟護理師朋友約吃飯 她說她提離職了
: 1月1號正式登出醫學中心
: 現在護理人員薪水大概4-5萬 要輪大夜 花花班
: 還要照顧患者 面對嘔吐物 恐龍家屬
: 拿到的收入和付出根本不成比例
: 而且同一個醫院不只她提離職 新進人員和年輕護理師比例更高
: 她還說
: 健保體制分給醫護的再這樣下去 未來大家最好祈禱自己不要生大病 現實是都吃不飽了
: 沒人會做功德
: 護理師朋友離職 後面還一堆等著走
: 有掛嗎？

政府應該要在其他行業也建立健保制度

既然護理師是被共產式的健保趕走的

只要把其他行業也納入健保式管理

規定每年的營業額上限

但是業績只能多做不能少做

等其他行業也被共產制度搞爛後

護理師就會乖乖回醫院上班了


"
57,[問卦] 肥宅貼什麼形狀的胸貼會很性感,Gossiping,"如果肥宅不穿上衣
可是卻又不想讓別人看奶頭
那麼肥宅適合貼什麼形狀的胸貼
而且看起來會很性感呢


"
58,[問卦] 家裡有老青鳥要報廢嗎？,Gossiping,"安安各位好

家裡有一台老車

nissan 的青鳥

https://i.imgur.com/VrFhNLp.jpeg


請問報廢好嗎

有錢拿嗎
嘻嘻


"
59,[問卦] 認真問  爪迷跟89誰比較兇,Gossiping,"8+9 檳榔配菸 法力無邊

爪迷 拆椅子 丟水瓶 包圍巴士

兩邊相遇要輸贏

哪邊比較兇
"
60,[問卦] 始祖鳥是怎麼沒落的?,Gossiping,"去年為了當潮潮買了件始祖鳥

結果昨晚穿出門聚會

被女生說妳怎麼也穿這牌~~

不是都宅宅和工程師穿的嗎~~

身為一個潮男實在想找她的洞鑽下去

但我真的很好奇

始祖鳥甚麼時候開始沒落的?

是因為大陸人都人手一件嗎?


"
61,Re: [問卦] 有拳擊專業的人士出來分析到底誰贏了嗎,Gossiping,"人家是職業比賽怕真的死人
才改成打點為主的
這種娛樂比賽都是雞巴娘拳
最後都是比體力而已
根本不會有人真的被打死
跑到喘死還差不多
所以根本不需要記點
打一回合不停表就好了
誰先爬不起來誰輸
無聊

"
62,Re: [問卦] 護理師朋友離職了！ 後面還一堆等著走,Gossiping,"對!護理師已經過勞

十年後恐怕寥寥無幾


急診室人力也越來越不夠

聽說大家都跑去醫美診所

工作才會涼


但醫學美容不是人類必須

急診與醫院的業務才是人類必需醫療


大家說十年後萬一去看病

台灣人會發生什麼事情

告訴我!可不可?






※ 引述《KZS (肚肚怪怪的)》之銘言：
: 如題
: 昨天跟護理師朋友約吃飯 她說她提離職了
: 1月1號正式登出醫學中心
: 現在護理人員薪水大概4-5萬 要輪大夜 花花班
: 還要照顧患者 面對嘔吐物 恐龍家屬
: 拿到的收入和付出根本不成比例
: 而且同一個醫院不只她提離職 新進人員和年輕護理師比例更高
: 她還說
: 健保體制分給醫護的再這樣下去 未來大家最好祈禱自己不要生大病 現實是都吃不飽了 沒人會做功德
: 護理師朋友離職 後面還一堆等著走
: 有掛嗎？

"
63,[問卦] 什麼國家奉公守法會被抓去關？,Gossiping,"
有沒有一種國家

你奉公守法會被一堆想霸凌你的人

用一大堆假證據、栽贓、抹黑

說的你一無是處後再抓去關

然後再結合這些假證據來起訴的

真的有這樣一個國家嗎，有人去過？
"
64,[問卦] 如果ptt有訂閱制，該有哪些服務?,Gossiping,"如題
現在很多平台都在強調訂閱制
每個月付點錢就可以享有藍勾勾、免廣告、貼圖、粉絲福利....等

那麼
假如ptt有訂閱制的話
可以推出哪些服務或是尊榮的權益呢?

有沒有八卦?

"
65,[新聞] 他娶美國妻「結婚6年狂外遇」節目告白：,Gossiping,"ETtoday

他娶美國妻「結婚6年狂外遇」節目告白：脫光但沒做X... 韓網全怒了

記者吳睿慈／綜合報導

南韓實境節目《Divorce Camp》由徐章焄主持，專門解決即將離婚的夫妻問題，進而修復
感情生活，最新一集，節目首度迎來「國際夫妻」，但男方的態度卻引起眾怒，兩人結婚
6年來，他不斷外遇，導致妻子罹患憂鬱症、數度想尋死，他卻辯解：「想幫妻子治好憂
鬱症才來上節目。」謊話連篇，節目一播出惹怒全韓。

《Divorce Camp》最新一集迎來一對國際夫妻，妻子是美國人，遠赴他鄉嫁給韓國老公，
兩人結婚6年育有一兒，她卻不斷抓包老公外遇，首次出軌是老公上交友軟體約女生喝酒
，兩人都到了汽車旅館開房間，相處長達1小時，男方卻辯解：「我們都到了汽車旅館，
一起躺下開始肢體接觸，在幾乎是脫光的狀態下，但因為突然湧上的內疚感，我就覺得『
這樣好像不太好』，跟她說了對不起就離開了。」

男子的解釋讓現場一陣沈默，而該位妻子當下坦言「當天就知情了，因為聞到身上其他女
生的香水味」，老公回到家後因內疚想要親她，但最後被她推開。首次外遇讓妻子產生就
要離婚的念頭，與此同時卻發現自己懷孕了，只好放棄離婚的想法，只是那一次後來不幸
流產。

老公的外遇並非只有一次，在她懷孕期間，老公又與第二位女子精神外遇，睡覺的時候，
喊了4次女生的名字，對方是新進員工，甚至曾對她說出：「為何是妳懷上我的孩子，那
個女生懷上我的孩子更好。」但他辯解是老婆懷孕太敏感：「為了出氣才說出的胡話。」

老公出軌多達3次，後來還出現一位高中時期暗戀的姐姐，妻子結婚以來活在不安感之中
，最後罹上憂鬱症，多度出現自殘、輕生行為，某次突發事件甚至發生在兒子面前，而每
當妻子想要跟丈夫追究外遇事件，對方卻冷回「惡魔在妳心中」，令全場看得瞠目結舌。

這段節目播出後，短短1天內累積34萬人次觀看，男子的行為遭到各方撻伐，節目組則是
將影片留言設為「留言功能已停用」。但也有不少人懷疑節目的真實性，認為做效果居多
。
https://star.ettoday.net/news/2878069?from=fb_et_star
https://star.ettoday.net/news/2878069?from=fb_et_star
https://youtu.be/Bt4FeK41akQ

https://star.ettoday.net/news/2878069?from=fb_et_star


"
66,Re: [問卦] 有拳擊專業的人士出來分析到底誰贏了嗎,Gossiping,"就我看，是繃闆贏了沒錯

實際上評分是

有效打擊/出拳次數=命中率  輸贏其實比的是命中率

像是梅威瑟跟帕魁奧那一場，帕魁奧出拳次數大概比梅威瑟多兩倍，最後是梅威瑟贏

因為有效命中比較高

假設

梅威瑟出拳200, 命中86
帕魁奧出拳380, 命中120

這樣梅威瑟勝出，因為命中率低，也同時代表對方閃躲技巧更好。

統神在亂揮的時候，繃闆兩手都在防守，統神命中率是較低。


※ 引述《danny2451 (danny2451)》之銘言：
: 兩個裁判58:56 56:58看起來很接近
: 只有最後一個是55:59 賴皮豬只贏一個回合
: 跟我自己看的感覺差很多
: 我看主播賽評的當下分析
: 也覺得阿航前幾個回合佔優
: 有拳擊專業的人士出來分析到底誰贏了嗎？

"
67,[問卦] 10oz的拳套是小學幾年級女生在打的？,Gossiping,"如題
昨天看了一場10oz vs 18oz的比賽
賽後10oz竟然贏了
但18oz那位身上根本沒紅
感覺10oz的拳頭跟小女生一樣嬌弱

嘻嘻
認真問一下剛練習打拳的各位
10oz的拳套
大概是女生小學幾年級的量級啊？

"
68,[問卦] 二分法下什麼陣營要支持統神或蹦闆,Gossiping,"如題
有些特別愛二分法的群體
要怎麼去區分同陣營的到底要支持誰
我很怕支持錯被同溫層排擠怎麼辦
有沒有二分法下
蹦闆和統神分別應該是哪個群體的八卦

"
69,[問卦] 把路由器DHCP關掉 還能使用內建防毒嗎?,Gossiping,"我的數據機有wifi功能

我把數據機接到路由器的wan口改成lan口

並且關閉路由器的dhcp，只使用數據機的

可是我的路由器有內建防火牆跟擋廣告的功能

這些功能還能使用嗎？有沒有卦？

"
70,[問卦] 89為什麼都要戴金項鍊？,Gossiping,"為什麼89除了包手包腳都要戴金項鍊啊

要炫富也可以戴鑽石啊

每個脖子都戴一個比一個粗

戴金項鍊沒有比較好看啊

越粗感覺越土欸

"
71,[新聞] 台北101跨年煙火以棒球之奪冠為主軸 賈,Gossiping,"1.媒體來源:聯合


2.記者署名:林海


3.完整新聞標題:台北101跨年煙火以棒球之奪冠為主軸 賈永婕粉專搶先曝光


4.完整新聞內文:
2024-12-22 12:50 聯合報／ 記者林海／台北即時報導

距離跨年僅剩9日，眾所期待的台北101跨年煙火終於以動畫形式，在董事長賈永婕的粉絲
專頁上搶先曝光，搭配皇后樂團的「We are the champions」、12強賽事主題曲「就一起
」，1分16秒的影片也讓各界期待。


每到跨年，台北101的煙火就是重頭戲，而為宣傳101跨年煙火，賈永婕日前找來民進黨立
委王世堅拍影片，王世堅還在影片中嗆聲，「沒放好，要馬跳海要馬就下台」，引起討論
。


過往台北101的煙火預告，都會以動畫形式先行公布，讓外界先有些想像空間，但今年卻
一片靜悄悄，也令期待的民眾有些擔憂，而賈永婕直到今日才在臉書上公布的影片。


只是過去煙火影片都是以正式的記者會對外宣告，而賈永婕卻只是在臉書上公布，且公布
的管道還是個人的粉絲專頁，也被批評經營個人形象比經營台北101的順序更靠前，且除
了影片以外，製作團隊、煙火主題等細節都仍是一個謎。


賈永婕明（23）日也將至立院財政委員會專案報告經營狀況與跨年煙火，在財政部的報告
中提到，今年台北101跨年煙火主題為「Team Taiwan及Champion」，以棒球之奪冠為主軸
，預計施放時間約5分多鐘，每一束煙火均象徵台灣人熱血與成就，以慶祝中華隊在2024
年世界棒球12強賽奪得冠軍，讓全世界見證台灣棒球實力。


5.完整新聞連結 (或短網址):https://reurl.cc/oVRyOv


6.備註:
※ 一個人一天只能張貼一則新聞(以天為單位)，被刪或自刪也算額度內，超貼者水桶，請注意
※ 備註請勿張貼三日內新聞(包含連結、標題等)


"
