,標題,分類,內文
47,[新聞] 拜登批准史上最大5.7億美元對台軍援案　,39330,"TVBS 記者 林恩如 報導

拜登批准史上最大5.7億美元對台軍援案　國防部謝美堅定承諾
https://news.tvbs.com.tw/politics/2725607


美國繼11月29日公告對台兩項3.85億美元軍售案後，今（21）日再公布出售「Link-16終端
機升級」案與「76快砲座零附件」軍購案，並宣布提供台灣5.713億美元（約186億台幣）軍
事援助。這次規模也是美國迄今最大的此類援助計畫。對此，國防部表示，2筆軍售強化台
灣防衛韌性，提升應處中共灰色地帶能力，也強調感謝美方對台灣堅定的安全承諾。

國防部今日表示，美國政府於美東時間12月20日，就「Link-16終端機升級」案，總額2億65
00萬美元，進行「知會國會」程序，可望在1個月後正式生效。本案是美方提供我國軍「戰
術數據鏈路系統（Link-16）」升級所需終端機及系統整合所需技術服務，目的在滿足國軍
聯戰指管系統升級需求。

此外，國防部指出，美國同時於美東時間12月20日就「76快砲座零附件」軍購案，作業維持
費總額3000萬美元對臺軍售案。美方本次供售76快砲座、運輸外箱、維修後勤支援等項目，
除有助於我應對中共軍事威脅；亦可強化防衛韌性，提升應處中共灰色地帶能力。

國防部強調，美國基於《台灣關係法》與《六項保證》，持續協助台灣維持足夠之自我防衛
能力，提供我國防衛性武器裝備，是維持區域穩定的基礎。國防部對美方決定，表達誠摯感
謝。

此外，美國總統拜登宣布提供台灣5.713億美元（約新台幣186億元）軍事援助，規模為史上
最大。白宮發聲明說，拜登已經授權國務卿布林肯提撥國防部防衛物資、服務和軍事教育訓
練等援助給台灣。

國防部表示，感謝美方對台灣堅定的安全承諾。

國防部說明，「總統提用權」（PDA）是對台軍售外，另一支持台灣自我防衛的重要工具。
台美將持續就安全議題緊密合作，以維持台海的和平穩定與現狀。有關援助內容，基於台美
默契不予評論。

"
48,[問卦] 吉伊卡哇 哪一集最經典？,39330,"欸，那個吉伊卡哇不是很紅嗎？

最近hami video 不是送了一些免費觀看

我也就趕流行跟看了前面幾集

不看不知道，一看嚇一跳

這蝦小？ 這跟天線寶寶有什麼不一樣？

是在流行什麼？

還是後面劇情會比較精彩？

有沒有吉伊卡哇

哪一最經典 入坑推薦先看的八卦？

"
49,Re: [問卦] 認真問 什麼人看到地方財源增加會跳腳？,39330,"
怎麼講得好像地方增加的錢是憑空生出來的一樣,

不就是把原本中央政府的財政移轉到地方來而已?

然後八卦鄉民是怎樣,突然對台灣的地方政府的素質充滿信心,

難道忘了縣市基本上就是鄉民最恨的8+9地方派系在搞政治?


我來舉幾個例子好了,

彰化縣豪華馬桶案被爆出特定廠商得標，讓人懷疑背後有派系操作；

高雄蚊子館問題，其建設背後牽涉地方派系推動，

苗栗債務危機的背後，部分預算被認為與派系選舉支持有關


我是不知道反綠可以變成反智,擁護8+9把持的地方派系,

幫某個最多縣市長的政黨綁椿成功喝采,真有你的.






※ 引述《qwerapple (nomaman)》之銘言：
: 如題，就是阿
: 肥宅我看到地方政府的分配金額都變多
: 這應該是好事吧
: 理論上經費變多 能做更多事情
: 阿什麼人看到這種事情會不開心？
: 有卦？
:

"
50,[問卦] 有沒有大腿襪的八卦？,39330,"
絲襪看起來正經端莊

大腿襪卻看起來頗為色色

版上似乎還有人特愛發63歲輕熟大腿襪女同事的照片

有沒有相關八卦？

好了打好了

https://i.imgur.com/66QfCft.jpeg
https://i.imgur.com/dOCnTEK.jpeg
https://i.imgur.com/h5vmXno.jpeg
https://i.imgur.com/MklN89P.jpeg
https://i.imgur.com/giWo5Ol.jpeg
https://i.imgur.com/FFTs6Mq.jpeg
https://i.imgur.com/KIOra4O.jpeg
https://i.imgur.com/mN2QlWI.jpg
https://i.imgur.com/xxkSlpg.jpeg
https://i.imgur.com/HxHTJi2.jpeg
https://i.imgur.com/uh1Yhbs.jpeg
https://i.imgur.com/HuJOFA3.jpeg
https://i.imgur.com/qc3vAo5.jpeg
https://i.meee.com.tw/AWfjRET.jpg
https://i.meee.com.tw/toim6Uo.jpg
https://i.meee.com.tw/gpdB2E2.png
https://i.meee.com.tw/lbPtmLx.jpg
https://i.meee.com.tw/1R0uMoH.jpg
https://i.meee.com.tw/nKrWEht.jpg

"
51,[問卦] 1987年的泰森坐到你的台鐵位子會怎樣？？,39330,"
大家好，

小弟學店文組台鐵盲，

1987年的泰森當時有WBC、WBA、IBF三條重量級金腰帶，

假如發現你的位子已有人入座，

上前詢問時，直接舉起手上的車票，

從頭到尾沒有抬頭面對，

隨即低頭滑手機不再理會，

該怎麼辦？？？？？？？？？？？？？？？？？

"
52,Re: [問卦] 馬祖之前預算7億是怎麼生存的？,39330,"馬祖只要夠維持政府運作就可以了啦

拿再多預算也不可能減少人口流失好嗎

事實就是所有資源跟工作機會都在本島

不然馬祖有什麼大型企業嗎？電子五哥哪個不是在本島

外島拿再多錢還不是去發展觀光業

好不容易搞好了然後大家一樣坐飛機出國 有差？

不過我個人不在意地方拿多少只在意國防預算多少而已 呵呵

"
53,[問卦] 高雄如果再氣爆一次，會有人再捐錢嗎？,39330,"記得以前高雄氣爆
整條路炸光光
全台捐了不少錢給高雄重建
不過這些錢
好像花在....

如果高雄再氣爆一次
你還會再捐錢嗎？

"
54,Re: [問卦] 買PS5pro大禮包的現在在想啥,39330,"是說PS5 Pro是不是有點尷尬阿
只是單純想玩遊戲 那PS5沒爛到不能玩
如果對畫面、幀數有要求的 PS5 Pro又比不上高階PC
有沒有人可以解答一下


"
55,[新聞] 財劃法修正對高雄不公平 陳其邁：壓低分,39330,"NOWnews今日新聞


財劃法修正對高雄不公平　陳其邁：壓低分配金額無法接受
記者郭凱杰／高雄報導

2024-12-21 14:59:00

▲高雄市長陳其邁表示，財劃法修正對高雄不公平，壓低高雄分配金額，惡化台灣的南北差
距，他無法接受。（圖／高市府提供）


立法院昨(20)日三讀修正財政收支劃分法，高雄市長陳其邁表示，該法攸關全國22縣市數千
億的預算分配，對高雄極度不公，刻意將有利於高雄的指標調降，讓高雄增加幅度在六都排
名尾端。陳其邁說，昨日這種草率修法，他無法接受，這是將預算資源的逆分配，會惡化台
灣的南北差距、城鄉不均。

我是廣告 請繼續往下閱讀

陳其邁說，立法院昨日三讀修正財政收支劃分法，該法攸關全國22縣市數千億的預算分配。
但修法過程草率、荒唐，更未經充分討論，也沒有讓地方政府表達意見，甚至到表決前，還
提出多個不同修正版本，根本沒時間討論與試算金額，就強渡法案，蠻橫通過。

高雄市政府財政局則表示，昨天三讀修正的財劃法，對高雄有五大不公：


一、資源仍集中雙北、重北輕南
修法以人口指標分配權數最高，營利事業銷售額次之，導致高雄、台南獲配金額，遠低於雙
北，增加幅度六都最低，相對雙北增加幅度最高，資源分配重北輕南，使南北差距擴大。

二、調降「土地面積指標」、對幅員較大縣市極不公平
由現行20%調降為10%，高雄市「土地面積」全國最大，是臺北市11倍大，相關基礎公共服務
，如公園、道路、學校、長照、日照及社會安全網等維護經費龐大，及基於人口結構因素，
法定社福支出六都最高，降低分配權數，使高雄市獲配財源相對減少，影響高雄基礎公共服
務量能，對市民極不公平。

三、大幅調高「人口指標」、擴大城鄉差距
由現行20%調高為45%，忽視人口主要集中在城市都會區，鄉村地區人口比較少之現狀，將使
資源集中在都會區，鄉村地區資源依然匱乏，擴大城鄉差距。

四、未考量「產業結構」及「外部成本」負擔、影響城市轉型
此次倉促修法，沒有將「淨零負擔」納入分配指標，不利高雄未來城市轉型，高雄長久以來
作為國家重工業製造基地，以及發電量占台電全國總購發電量20%，扮演提供全國民眾用電
及推動國家經濟發展發動機角色，但是所伴隨全國20%的碳排量環境成本，卻無法經由統籌
分配款合理的分配，作為改善環境及安全等經費，對高雄民眾極不公平。


五、「排擠」中央政府對地方政府的補助經費
中央財政分配主要有「統籌分配款」、「一般性補助」及「計畫型補助」，國家稅收總額不
變，若將統籌款增加補助到地方，將排擠到中央對地方政府的一般補助、計畫補助預算，嚴
重影響中央協助財政狀況比較不佳的縣市的建設量能，與平衡區域發展的功能。


https://www.nownews.com/news/6617386

高雄負債好幾千億  之前的錢都花去哪了


"
56,Re: [爆卦] 苗博雅爆財劃法讓連江縣一年領98億,39330,"※ 引述《leptoneta (台湾高山族自治区书记)》之銘言：
: ※ 引述《canceryou (昭慧生氣了)》之銘言：
: : 苗博雅在Youtube爆料
: : 財劃法會讓連江縣一年領98億！
: : https://i.imgur.com/KRXrBeo.jpeg
: : https://i.imgur.com/Vu6S356.jpeg
: : 此議題迅速在脆上引起熱議
: : https://i.imgur.com/9noQ35G.jpeg
: : https://i.imgur.com/t9TWkQW.jpeg
: : 連江縣居民躺著每年可領75萬！！！
: : 會不會太瓜張了？
: : "
57,[問卦] 別逼我,39330,"別逼我
我會抓狂
會爆氣
會發瘋
然後覺得會開始
逼勒 逼勒 逼逼勒
然後45度斜身在起來
別逼我

有沒有掛x

"
58,[新聞] 閩南狼Rap竟唱「台灣光復」 粉專笑：台下青鳥,39330,"閩南狼Rap竟唱「台灣光復」 粉專笑:台下青鳥一片沉默


中時新聞網 祝潤霖 、黃世麒


https://www.chinatimes.com/realtimenews/20241219005878-260407?ctrack=pc_main_rtime_p02&chdtv


挺綠團體18日在國民黨中央集會抗議在野推修3法。但藍營懸掛氣球、播放影片開酸，反
殺讓青鳥糗爆。就連台上壓軸主講的閩南狼，也被藍營播放他曾喊「若我是台獨就天打雷
劈」的影片，笑翻網友。閩南狼唱Rap還歌頌蔣公、光復、中華民國，粉專「政客爽」直
呼台下尷尬沉默。

青鳥集結抗議嗆聲，藍營則在現場架設螢幕放影片反諷「賀！八炯&閩南郎有機會獲得文
化部獎勵補助」，還播出閩南狼過去曾向對岸輸誠的宣示影片：「我對媽祖發誓，我閩南
狼如果是台獨份子的話，我遭天打雷劈！」閩南狼看到影片當場急喊「垃圾國民黨！他們
唱那個〈福建見〉沒有經過我的授權！」旁邊八炯還直呼「我們就是來面試，拿文化部的
錢！我敢承認！」跳tone脫序的言論連發，引人側目。

政客爽提到，閩南狼唱Rap的歌詞讓台下青鳥一陣尷尬沉默：「沒有光復，哪有現在的我
們」、「沒有蔣公，現在誰統治著我們」、「沒有那些拋頭顱灑熱血的先烈，哪有這些保
護中華民國的軍隊？」這些歌詞不論是否反諷，聽在綠粉耳中肯定不是滋味，台下反應一
片冷淡。

政客爽在留言區分享影片：「原音，有一段疑似捧國民黨的好像故意唱得很模糊、很小聲
，大概突然發現舔的方式不對。」

「教閩南狼怎麼舔綠共。」政客爽反諷指出：

1.守護台灣的是民進黨、是賴主席、是過去戒嚴時代努力的民進黨人，像犧牲自己保衛台
灣的外省老兵是不重要的。

2.光復台灣這個詞相當嚴重，應該是竄逃台灣，這樣才符合台派人士的歷史觀，如果沒有
國民黨，台灣獨立早就成功了，國民黨對於避免台灣被赤化的努力都不重要。

3.你錯的最離譜的就是捧蔣公，對於台派人士蔣公是壞蛋，他保衛台灣、剷除共諜這些作
為都不重要，重要的是中正紀念堂還存在，太可惡了。

4.拋頭顱灑熱血的國軍確實不重要，請參照過去民進黨副秘書長徐佳青公開說：「八二三
砲戰是國民黨跟共產黨打仗，跟民進黨沒有關係，是國民黨把台灣人民拖下水」。

政客爽直言，舔綠共一定要舔得恰到好處、舔得自我感動，不然他們瘋起來連自己人都可
以批鬥。「所以你唱這些，台下反應相當冷淡，你做為新晉的青鳥先鋒軍，要好好檢討，
不然有一天台派會來檢討你！」

網友表示「民進黨真的從青鳥裡面找不到人才了…派這兩個上台秀下限」、「我昨天看到
塔綠班史觀：1.說國民黨掏空台灣資助國共內戰，2.耕者有其田是剝奪有錢日治台灣人，
造成均貧，3.十大建設是日本人協助的，4.台積電都是美國指導，非李國鼎等人功勞。令
人瞠目結舌，閩南狼明顯沒讀台獨史觀，難怪台獨青鳥傻眼」、「他太嫩了，民進黨最怕
的就是光復節，沒有光復才能說台灣未定論」、「開始懷疑他是臥底的」。



"
59,[問卦] 砍數發部的預算不行嗎？,39330,"
不是說一定要砍數發部啦，
也可以砍勞動部的演唱會啦，

只是有謠傳說財劃法通過後生育補助通勤補助要沒了，
認為這些東西對人民比較重要的意見要跟誰反應啊？

如果砍官員出國玩的預算可以補多少呢？

我們是不是花錢選了一批專業的民意代表處理這種事啊？有點忘了

"
60,Re: [爆卦] 苗博雅爆財劃法讓連江縣一年領98億,39330,"※ 引述《canceryou (昭慧生氣了)》之銘言：
: 苗博雅在Youtube爆料
: 財劃法會讓連江縣一年領98億！
: https://i.imgur.com/KRXrBeo.jpeg
: https://i.imgur.com/Vu6S356.jpeg
: 此議題迅速在脆上引起熱議
: https://i.imgur.com/9noQ35G.jpeg
: https://i.imgur.com/t9TWkQW.jpeg
: 連江縣居民躺著每年可領75萬！！！
: 會不會太瓜張了？
: "
61,[問卦] 租屋補貼算是貼標籤的補助嗎？,39330,"
欸欸
剛才搭捷運時
旁邊一對年輕情侶好開心
說現在有租屋補貼真好
可是租屋補貼不是月收入要低於五萬才能領嗎？
考量到台灣人月均收入破六萬的情況
現在卻還領租屋補助，會不會被人貼上低薪族的標籤阿？

求解

"
62,[問卦] 慟！機車引擎吃機油,39330,"剛剛去車行換機油驗排氣

結果排出來舊機油大概只剩半罐的量

老闆說機車快掛了 隨時準備幫它上香

幹 超怕

到底是老闆唬爛我

還是真的機車快掛

有沒有引擎吃機油的八卦

"
